"","Site","Site.Age","Forest.Type","Canopy","variable","value"
"1520",24.3,134,"WS","Ground","Moss",48.16
"1521",25.1,75,"WS","Ground","Moss",41.5
"1522",25.2,94,"D","Ground","Moss",NA
"1523",25.3,140,"WS","Ground","Moss",42.5
"1524",27.1,84,"BS","Ground","Moss",74.16
"1525",27.2,66,"BS","Ground","Moss",88.16
"1526",27.3,85,"BS","Ground","Moss",49
"1527",29.1,65,"WS","Ground","Moss",11.66
"1528",29.2,52,"D","Ground","Moss",2.5
"1529",29.3,52,"WS","Ground","Moss",27.5
"1530",29.4,105,"WS","Ground","Moss",8.5
"1531",1,196,"D","Upper canopy","Lichen",NA
"1532",1.1,83,"BS","Upper canopy","Lichen",NA
"1533",1.2,93,"WS","Upper canopy","Lichen",NA
"1534",1.3,158,"WS","Upper canopy","Lichen",NA
"1535",2,35,"D","Upper canopy","Lichen",NA
"1536",2.1,140,"D","Upper canopy","Lichen",NA
"1537",2.2,170,"WS","Upper canopy","Lichen",NA
"1538",3,185,"D","Upper canopy","Lichen",NA
"1539",3.1,128,"D","Upper canopy","Lichen",NA
"1540",3.2,174,"D","Upper canopy","Lichen",NA
"1541",3.3,60,"D","Upper canopy","Lichen",NA
"1542",4,85,"D","Upper canopy","Lichen",NA
"1543",4.1,48,"D","Upper canopy","Lichen",NA
"1544",4.2,60,"D","Upper canopy","Lichen",NA
"1545",4.3,71,"D","Upper canopy","Lichen",NA
"1546",4.4,58,"D","Upper canopy","Lichen",NA
"1547",5,5,"recent fire","Upper canopy","Lichen",NA
"1548",5.5,85,"BS","Upper canopy","Lichen",NA
"1549",5.6,92,"BS","Upper canopy","Lichen",NA
"1550",6,52,"WS","Upper canopy","Lichen",NA
"1551",6.1,77,"D","Upper canopy","Lichen",NA
"1552",6.2,90,"D","Upper canopy","Lichen",NA
"1553",6.3,87,"D","Upper canopy","Lichen",NA
"1554",6.4,89,"D","Upper canopy","Lichen",NA
"1555",7,177,"WS","Upper canopy","Lichen",NA
"1556",7.1,85,"D","Upper canopy","Lichen",NA
"1557",7.2,80,"D","Upper canopy","Lichen",NA
"1558",7.5,102,"BS","Upper canopy","Lichen",NA
"1559",7.6,114,"BS","Upper canopy","Lichen",NA
"1560",8,19,"Early recovery","Upper canopy","Lichen",NA
"1561",9,76,"BS","Upper canopy","Lichen",NA
"1562",9.2,73,"D","Upper canopy","Lichen",NA
"1563",9.3,78,"D","Upper canopy","Lichen",NA
"1564",9.4,122,"BS","Upper canopy","Lichen",NA
"1565",9.5,67,"D","Upper canopy","Lichen",NA
"1566",9.6,114,"D","Upper canopy","Lichen",NA
"1567",10,32,"Early recovery","Upper canopy","Lichen",NA
"1568",11,199,"BS","Upper canopy","Lichen",NA
"1569",11.1,80,"D","Upper canopy","Lichen",NA
"1570",11.2,99,"D","Upper canopy","Lichen",NA
"1571",11.3,45,"D","Upper canopy","Lichen",NA
"1572",11.4,54,"D","Upper canopy","Lichen",NA
"1573",12,60,"D","Upper canopy","Lichen",NA
"1574",13,76,"D","Upper canopy","Lichen",NA
"1575",13.1,85,"D","Upper canopy","Lichen",NA
"1576",13.2,85,"D","Upper canopy","Lichen",NA
"1577",14,15,"Early recovery","Upper canopy","Lichen",NA
"1578",14.1,87,"BS","Upper canopy","Lichen",NA
"1579",14.2,134,"BS","Upper canopy","Lichen",NA
"1580",14.3,65,"BS","Upper canopy","Lichen",NA
"1581",14.4,136,"BS","Upper canopy","Lichen",NA
"1582",14.5,134,"WS","Upper canopy","Lichen",NA
"1583",14.6,81,"BS","Upper canopy","Lichen",NA
"1584",15,47,"D","Upper canopy","Lichen",NA
"1585",15.1,78,"BS","Upper canopy","Lichen",NA
"1586",15.2,83,"BS","Upper canopy","Lichen",NA
"1587",15.3,85,"BS","Upper canopy","Lichen",NA
"1588",15.4,75,"BS","Upper canopy","Lichen",NA
"1589",15.5,80,"BS","Upper canopy","Lichen",NA
"1590",15.6,83,"BS","Upper canopy","Lichen",NA
"1591",16,3,"recent fire","Upper canopy","Lichen",NA
"1592",16.1,118,"D","Upper canopy","Lichen",NA
"1593",16.2,100,"D","Upper canopy","Lichen",NA
"1594",16.3,106,"D","Upper canopy","Lichen",NA
"1595",16.4,68,"D","Upper canopy","Lichen",NA
"1596",16.5,138,"D","Upper canopy","Lichen",NA
"1597",16.6,68,"D","Upper canopy","Lichen",NA
"1598",17,16,"Early recovery","Upper canopy","Lichen",NA
"1599",17.1,176,"D","Upper canopy","Lichen",NA
"1600",17.2,69,"D","Upper canopy","Lichen",NA
"1601",17.3,118,"D","Upper canopy","Lichen",NA
"1602",17.4,136,"D","Upper canopy","Lichen",NA
"1603",17.5,148,"D","Upper canopy","Lichen",NA
"1604",17.6,72,"D","Upper canopy","Lichen",NA
"1605",18,8,"recent fire","Upper canopy","Lichen",NA
"1606",18.1,125,"BS","Upper canopy","Lichen",NA
"1607",18.2,175,"D","Upper canopy","Lichen",NA
"1608",19,60,"D","Upper canopy","Lichen",NA
"1609",20,14,"Early recovery","Upper canopy","Lichen",NA
"1610",20.1,75,"BS","Upper canopy","Lichen",NA
"1611",20.2,63,"BS","Upper canopy","Lichen",NA
"1612",20.3,73,"BS","Upper canopy","Lichen",NA
"1613",21.1,73,"BS","Upper canopy","Lichen",NA
"1614",21.2,106,"BS","Upper canopy","Lichen",NA
"1615",22.1,60,"D","Upper canopy","Lichen",NA
"1616",22.2,70,"WS","Upper canopy","Lichen",NA
"1617",22.3,50,"D","Upper canopy","Lichen",NA
"1618",23.2,83,"D","Upper canopy","Lichen",NA
"1619",23.3,76,"D","Upper canopy","Lichen",NA
"1620",24.1,83,"WS","Upper canopy","Lichen",NA
"1621",24.2,142,"D","Upper canopy","Lichen",NA
"1622",24.3,134,"WS","Upper canopy","Lichen",NA
"1623",25.1,75,"WS","Upper canopy","Lichen",NA
"1624",25.2,94,"D","Upper canopy","Lichen",NA
"1625",25.3,140,"WS","Upper canopy","Lichen",NA
"1626",27.1,84,"BS","Upper canopy","Lichen",NA
"1627",27.2,66,"BS","Upper canopy","Lichen",NA
"1628",27.3,85,"BS","Upper canopy","Lichen",NA
"1629",29.1,65,"WS","Upper canopy","Lichen",NA
"1630",29.2,52,"D","Upper canopy","Lichen",NA
"1631",29.3,52,"WS","Upper canopy","Lichen",NA
"1632",29.4,105,"WS","Upper canopy","Lichen",NA
"1633",1,196,"D","Lower canopy","Lichen",NA
"1634",1.1,83,"BS","Lower canopy","Lichen",NA
"1635",1.2,93,"WS","Lower canopy","Lichen",NA
"1636",1.3,158,"WS","Lower canopy","Lichen",NA
"1637",2,35,"D","Lower canopy","Lichen",NA
"1638",2.1,140,"D","Lower canopy","Lichen",NA
"1639",2.2,170,"WS","Lower canopy","Lichen",NA
"1640",3,185,"D","Lower canopy","Lichen",NA
"1641",3.1,128,"D","Lower canopy","Lichen",NA
"1642",3.2,174,"D","Lower canopy","Lichen",NA
"1643",3.3,60,"D","Lower canopy","Lichen",NA
"1644",4,85,"D","Lower canopy","Lichen",NA
"1645",4.1,48,"D","Lower canopy","Lichen",NA
"1646",4.2,60,"D","Lower canopy","Lichen",NA
"1647",4.3,71,"D","Lower canopy","Lichen",NA
"1648",4.4,58,"D","Lower canopy","Lichen",NA
"1649",5,5,"recent fire","Lower canopy","Lichen",NA
"1650",5.5,85,"BS","Lower canopy","Lichen",NA
"1651",5.6,92,"BS","Lower canopy","Lichen",NA
"1652",6,52,"WS","Lower canopy","Lichen",NA
"1653",6.1,77,"D","Lower canopy","Lichen",NA
"1654",6.2,90,"D","Lower canopy","Lichen",NA
"1655",6.3,87,"D","Lower canopy","Lichen",NA
"1656",6.4,89,"D","Lower canopy","Lichen",NA
"1657",7,177,"WS","Lower canopy","Lichen",NA
"1658",7.1,85,"D","Lower canopy","Lichen",NA
"1659",7.2,80,"D","Lower canopy","Lichen",NA
"1660",7.5,102,"BS","Lower canopy","Lichen",NA
"1661",7.6,114,"BS","Lower canopy","Lichen",NA
"1662",8,19,"Early recovery","Lower canopy","Lichen",NA
"1663",9,76,"BS","Lower canopy","Lichen",NA
"1664",9.2,73,"D","Lower canopy","Lichen",NA
"1665",9.3,78,"D","Lower canopy","Lichen",NA
"1666",9.4,122,"BS","Lower canopy","Lichen",NA
"1667",9.5,67,"D","Lower canopy","Lichen",NA
"1668",9.6,114,"D","Lower canopy","Lichen",NA
"1669",10,32,"Early recovery","Lower canopy","Lichen",NA
"1670",11,199,"BS","Lower canopy","Lichen",NA
"1671",11.1,80,"D","Lower canopy","Lichen",NA
"1672",11.2,99,"D","Lower canopy","Lichen",NA
"1673",11.3,45,"D","Lower canopy","Lichen",NA
"1674",11.4,54,"D","Lower canopy","Lichen",NA
"1675",12,60,"D","Lower canopy","Lichen",NA
"1676",13,76,"D","Lower canopy","Lichen",NA
"1677",13.1,85,"D","Lower canopy","Lichen",NA
"1678",13.2,85,"D","Lower canopy","Lichen",NA
"1679",14,15,"Early recovery","Lower canopy","Lichen",NA
"1680",14.1,87,"BS","Lower canopy","Lichen",NA
"1681",14.2,134,"BS","Lower canopy","Lichen",NA
"1682",14.3,65,"BS","Lower canopy","Lichen",NA
"1683",14.4,136,"BS","Lower canopy","Lichen",NA
"1684",14.5,134,"WS","Lower canopy","Lichen",NA
"1685",14.6,81,"BS","Lower canopy","Lichen",NA
"1686",15,47,"D","Lower canopy","Lichen",NA
"1687",15.1,78,"BS","Lower canopy","Lichen",NA
"1688",15.2,83,"BS","Lower canopy","Lichen",NA
"1689",15.3,85,"BS","Lower canopy","Lichen",NA
"1690",15.4,75,"BS","Lower canopy","Lichen",NA
"1691",15.5,80,"BS","Lower canopy","Lichen",NA
"1692",15.6,83,"BS","Lower canopy","Lichen",NA
"1693",16,3,"recent fire","Lower canopy","Lichen",NA
"1694",16.1,118,"D","Lower canopy","Lichen",NA
"1695",16.2,100,"D","Lower canopy","Lichen",NA
"1696",16.3,106,"D","Lower canopy","Lichen",NA
"1697",16.4,68,"D","Lower canopy","Lichen",NA
"1698",16.5,138,"D","Lower canopy","Lichen",NA
"1699",16.6,68,"D","Lower canopy","Lichen",NA
"1700",17,16,"Early recovery","Lower canopy","Lichen",NA
"1701",17.1,176,"D","Lower canopy","Lichen",NA
"1702",17.2,69,"D","Lower canopy","Lichen",NA
"1703",17.3,118,"D","Lower canopy","Lichen",NA
"1704",17.4,136,"D","Lower canopy","Lichen",NA
"1705",17.5,148,"D","Lower canopy","Lichen",NA
"1706",17.6,72,"D","Lower canopy","Lichen",NA
"1707",18,8,"recent fire","Lower canopy","Lichen",NA
"1708",18.1,125,"BS","Lower canopy","Lichen",NA
"1709",18.2,175,"D","Lower canopy","Lichen",NA
"1710",19,60,"D","Lower canopy","Lichen",NA
"1711",20,14,"Early recovery","Lower canopy","Lichen",NA
"1712",20.1,75,"BS","Lower canopy","Lichen",NA
"1713",20.2,63,"BS","Lower canopy","Lichen",NA
"1714",20.3,73,"BS","Lower canopy","Lichen",NA
"1715",21.1,73,"BS","Lower canopy","Lichen",NA
"1716",21.2,106,"BS","Lower canopy","Lichen",NA
"1717",22.1,60,"D","Lower canopy","Lichen",NA
"1718",22.2,70,"WS","Lower canopy","Lichen",NA
"1719",22.3,50,"D","Lower canopy","Lichen",NA
"1720",23.2,83,"D","Lower canopy","Lichen",NA
"1721",23.3,76,"D","Lower canopy","Lichen",NA
"1722",24.1,83,"WS","Lower canopy","Lichen",NA
"1723",24.2,142,"D","Lower canopy","Lichen",NA
"1724",24.3,134,"WS","Lower canopy","Lichen",NA
"1725",25.1,75,"WS","Lower canopy","Lichen",NA
"1726",25.2,94,"D","Lower canopy","Lichen",NA
"1727",25.3,140,"WS","Lower canopy","Lichen",NA
"1728",27.1,84,"BS","Lower canopy","Lichen",NA
"1729",27.2,66,"BS","Lower canopy","Lichen",NA
"1730",27.3,85,"BS","Lower canopy","Lichen",NA
"1731",29.1,65,"WS","Lower canopy","Lichen",NA
"1732",29.2,52,"D","Lower canopy","Lichen",NA
"1733",29.3,52,"WS","Lower canopy","Lichen",NA
"1734",29.4,105,"WS","Lower canopy","Lichen",NA
"1735",1,196,"D","Ground","Lichen",NA
"1736",1.1,83,"BS","Ground","Lichen",7.4
"1737",1.2,93,"WS","Ground","Lichen",NA
"1738",1.3,158,"WS","Ground","Lichen",4.16
"1739",2,35,"D","Ground","Lichen",NA
"1740",2.1,140,"D","Ground","Lichen",9.16
"1741",2.2,170,"WS","Ground","Lichen",NA
"1742",3,185,"D","Ground","Lichen",NA
"1743",3.1,128,"D","Ground","Lichen",1
"1744",3.2,174,"D","Ground","Lichen",9.58
"1745",3.3,60,"D","Ground","Lichen",1.3
"1746",4,85,"D","Ground","Lichen",NA
"1747",4.1,48,"D","Ground","Lichen",NA
"1748",4.2,60,"D","Ground","Lichen",NA
"1749",4.3,71,"D","Ground","Lichen",NA
"1750",4.4,58,"D","Ground","Lichen",NA
"1751",5,5,"recent fire","Ground","Lichen",NA
"1752",5.5,85,"BS","Ground","Lichen",27.5
"1753",5.6,92,"BS","Ground","Lichen",31.5
"1754",6,52,"WS","Ground","Lichen",NA
"1755",6.1,77,"D","Ground","Lichen",NA
"1756",6.2,90,"D","Ground","Lichen",NA
"1757",6.3,87,"D","Ground","Lichen",NA
"1758",6.4,89,"D","Ground","Lichen",NA
"1759",7,177,"WS","Ground","Lichen",NA
"1760",7.1,85,"D","Ground","Lichen",NA
"1761",7.2,80,"D","Ground","Lichen",NA
"1762",7.5,102,"BS","Ground","Lichen",15
"1763",7.6,114,"BS","Ground","Lichen",11.6
"1764",8,19,"Early recovery","Ground","Lichen",NA
"1765",9,76,"BS","Ground","Lichen",NA
"1766",9.2,73,"D","Ground","Lichen",NA
"1767",9.3,78,"D","Ground","Lichen",NA
"1768",9.4,122,"BS","Ground","Lichen",NA
"1769",9.5,67,"D","Ground","Lichen",NA
"1770",9.6,114,"D","Ground","Lichen",NA
"1771",10,32,"Early recovery","Ground","Lichen",NA
"1772",11,199,"BS","Ground","Lichen",NA
"1773",11.1,80,"D","Ground","Lichen",NA
"1774",11.2,99,"D","Ground","Lichen",NA
"1775",11.3,45,"D","Ground","Lichen",NA
"1776",11.4,54,"D","Ground","Lichen",NA
"1777",12,60,"D","Ground","Lichen",NA
"1778",13,76,"D","Ground","Lichen",NA
"1779",13.1,85,"D","Ground","Lichen",NA
"1780",13.2,85,"D","Ground","Lichen",NA
"1781",14,15,"Early recovery","Ground","Lichen",NA
"1782",14.1,87,"BS","Ground","Lichen",1
"1783",14.2,134,"BS","Ground","Lichen",5.14
"1784",14.3,65,"BS","Ground","Lichen",9.58
"1785",14.4,136,"BS","Ground","Lichen",2.2
"1786",14.5,134,"WS","Ground","Lichen",3.4
"1787",14.6,81,"BS","Ground","Lichen",1
"1788",15,47,"D","Ground","Lichen",NA
"1789",15.1,78,"BS","Ground","Lichen",4.3
"1790",15.2,83,"BS","Ground","Lichen",4
"1791",15.3,85,"BS","Ground","Lichen",NA
"1792",15.4,75,"BS","Ground","Lichen",5
"1793",15.5,80,"BS","Ground","Lichen",2.5
"1794",15.6,83,"BS","Ground","Lichen",1
"1795",16,3,"recent fire","Ground","Lichen",NA
"1796",16.1,118,"D","Ground","Lichen",NA
"1797",16.2,100,"D","Ground","Lichen",NA
"1798",16.3,106,"D","Ground","Lichen",NA
"1799",16.4,68,"D","Ground","Lichen",NA
"1800",16.5,138,"D","Ground","Lichen",NA
"1801",16.6,68,"D","Ground","Lichen",NA
"1802",17,16,"Early recovery","Ground","Lichen",NA
"1803",17.1,176,"D","Ground","Lichen",NA
"1804",17.2,69,"D","Ground","Lichen",NA
"1805",17.3,118,"D","Ground","Lichen",NA
"1806",17.4,136,"D","Ground","Lichen",NA
"1807",17.5,148,"D","Ground","Lichen",NA
"1808",17.6,72,"D","Ground","Lichen",NA
"1809",18,8,"recent fire","Ground","Lichen",NA
"1810",18.1,125,"BS","Ground","Lichen",9.5
"1811",18.2,175,"D","Ground","Lichen",2
"1812",19,60,"D","Ground","Lichen",NA
"1813",20,14,"Early recovery","Ground","Lichen",NA
"1814",20.1,75,"BS","Ground","Lichen",3.3
"1815",20.2,63,"BS","Ground","Lichen",5.5
"1816",20.3,73,"BS","Ground","Lichen",2.6
"1817",21.1,73,"BS","Ground","Lichen",9.2
"1818",21.2,106,"BS","Ground","Lichen",11.6
"1819",22.1,60,"D","Ground","Lichen",NA
"1820",22.2,70,"WS","Ground","Lichen",NA
"1821",22.3,50,"D","Ground","Lichen",NA
"1822",23.2,83,"D","Ground","Lichen",NA
"1823",23.3,76,"D","Ground","Lichen",NA
"1824",24.1,83,"WS","Ground","Lichen",1.16
"1825",24.2,142,"D","Ground","Lichen",NA
"1826",24.3,134,"WS","Ground","Lichen",NA
"1827",25.1,75,"WS","Ground","Lichen",1
"1828",25.2,94,"D","Ground","Lichen",NA
"1829",25.3,140,"WS","Ground","Lichen",NA
"1830",27.1,84,"BS","Ground","Lichen",NA
"1831",27.2,66,"BS","Ground","Lichen",NA
"1832",27.3,85,"BS","Ground","Lichen",NA
"1833",29.1,65,"WS","Ground","Lichen",NA
"1834",29.2,52,"D","Ground","Lichen",NA
"1835",29.3,52,"WS","Ground","Lichen",NA
"1836",29.4,105,"WS","Ground","Lichen",1.6
"1837",1,196,"D","Upper canopy","Open",72.68
"1838",1.1,83,"BS","Upper canopy","Open",96.7
"1839",1.2,93,"WS","Upper canopy","Open",93.4
"1840",1.3,158,"WS","Upper canopy","Open",87.54
"1841",2,35,"D","Upper canopy","Open",15.4
"1842",2.1,140,"D","Upper canopy","Open",82.5
"1843",2.2,170,"WS","Upper canopy","Open",75.1
"1844",3,185,"D","Upper canopy","Open",55.1
"1845",3.1,128,"D","Upper canopy","Open",87.93
"1846",3.2,174,"D","Upper canopy","Open",100
"1847",3.3,60,"D","Upper canopy","Open",84.09
"1848",4,85,"D","Upper canopy","Open",32.333
"1849",4.1,48,"D","Upper canopy","Open",55.54
"1850",4.2,60,"D","Upper canopy","Open",24.18
"1851",4.3,71,"D","Upper canopy","Open",44.17
"1852",4.4,58,"D","Upper canopy","Open",47.5
"1853",5,5,"recent fire","Upper canopy","Open",97
"1854",5.5,85,"BS","Upper canopy","Open",73.5
"1855",5.6,92,"BS","Upper canopy","Open",100
"1856",6,52,"WS","Upper canopy","Open",61.03
"1857",6.1,77,"D","Upper canopy","Open",28.34
"1858",6.2,90,"D","Upper canopy","Open",23.75
"1859",6.3,87,"D","Upper canopy","Open",40.1
"1860",6.4,89,"D","Upper canopy","Open",28.34
"1861",7,177,"WS","Upper canopy","Open",65.45
"1862",7.1,85,"D","Upper canopy","Open",26.7
"1863",7.2,80,"D","Upper canopy","Open",48.07
"1864",7.5,102,"BS","Upper canopy","Open",91.25
"1865",7.6,114,"BS","Upper canopy","Open",82.833
"1866",8,19,"Early recovery","Upper canopy","Open",84
"1867",9,76,"BS","Upper canopy","Open",94.5
"1868",9.2,73,"D","Upper canopy","Open",56.8
"1869",9.3,78,"D","Upper canopy","Open",55.42
"1870",9.4,122,"BS","Upper canopy","Open",80.84
"1871",9.5,67,"D","Upper canopy","Open",74.17
"1872",9.6,114,"D","Upper canopy","Open",32.5
"1873",10,32,"Early recovery","Upper canopy","Open",88
"1874",11,199,"BS","Upper canopy","Open",82.84
"1875",11.1,80,"D","Upper canopy","Open",62.09
"1876",11.2,99,"D","Upper canopy","Open",48.33
"1877",11.3,45,"D","Upper canopy","Open",98.75
"1878",11.4,54,"D","Upper canopy","Open",92.1
"1879",12,60,"D","Upper canopy","Open",62
"1880",13,76,"D","Upper canopy","Open",21.84
"1881",13.1,85,"D","Upper canopy","Open",16.25
"1882",13.2,85,"D","Upper canopy","Open",13.33
"1883",14,15,"Early recovery","Upper canopy","Open",80.9
"1884",14.1,87,"BS","Upper canopy","Open",55.84
"1885",14.2,134,"BS","Upper canopy","Open",63.75
"1886",14.3,65,"BS","Upper canopy","Open",54.84
"1887",14.4,136,"BS","Upper canopy","Open",69.8
"1888",14.5,134,"WS","Upper canopy","Open",52
"1889",14.6,81,"BS","Upper canopy","Open",28.51
"1890",15,47,"D","Upper canopy","Open",82.03
"1891",15.1,78,"BS","Upper canopy","Open",100
"1892",15.2,83,"BS","Upper canopy","Open",84.42
"1893",15.3,85,"BS","Upper canopy","Open",100
"1894",15.4,75,"BS","Upper canopy","Open",56.7
"1895",15.5,80,"BS","Upper canopy","Open",100
"1896",15.6,83,"BS","Upper canopy","Open",70.8333
"1897",16,3,"recent fire","Upper canopy","Open",98.4
"1898",16.1,118,"D","Upper canopy","Open",66.39
"1899",16.2,100,"D","Upper canopy","Open",88.59
"1900",16.3,106,"D","Upper canopy","Open",70.59
"1901",16.4,68,"D","Upper canopy","Open",80.42
"1902",16.5,138,"D","Upper canopy","Open",65.666
"1903",16.6,68,"D","Upper canopy","Open",91.67
"1904",17,16,"Early recovery","Upper canopy","Open",100
"1905",17.1,176,"D","Upper canopy","Open",63.75
"1906",17.2,69,"D","Upper canopy","Open",49
"1907",17.3,118,"D","Upper canopy","Open",55.253
"1908",17.4,136,"D","Upper canopy","Open",60.34
"1909",17.5,148,"D","Upper canopy","Open",60.19
"1910",17.6,72,"D","Upper canopy","Open",58.67
"1911",18,8,"recent fire","Upper canopy","Open",98.8
"1912",18.1,125,"BS","Upper canopy","Open",98
"1913",18.2,175,"D","Upper canopy","Open",97.84
"1914",19,60,"D","Upper canopy","Open",88
"1915",20,14,"Early recovery","Upper canopy","Open",95
"1916",20.1,75,"BS","Upper canopy","Open",84.17
"1917",20.2,63,"BS","Upper canopy","Open",100
"1918",20.3,73,"BS","Upper canopy","Open",98.4
"1919",21.1,73,"BS","Upper canopy","Open",98
"1920",21.2,106,"BS","Upper canopy","Open",90.7
"1921",22.1,60,"D","Upper canopy","Open",45.1
"1922",22.2,70,"WS","Upper canopy","Open",66.7
"1923",22.3,50,"D","Upper canopy","Open",28
"1924",23.2,83,"D","Upper canopy","Open",55.84
"1925",23.3,76,"D","Upper canopy","Open",68.4
"1926",24.1,83,"WS","Upper canopy","Open",95.7
"1927",24.2,142,"D","Upper canopy","Open",33.34
"1928",24.3,134,"WS","Upper canopy","Open",68.34
"1929",25.1,75,"WS","Upper canopy","Open",51.7
"1930",25.2,94,"D","Upper canopy","Open",35.9
"1931",25.3,140,"WS","Upper canopy","Open",85
"1932",27.1,84,"BS","Upper canopy","Open",39.2
"1933",27.2,66,"BS","Upper canopy","Open",59.2
"1934",27.3,85,"BS","Upper canopy","Open",51.67
"1935",29.1,65,"WS","Upper canopy","Open",97
"1936",29.2,52,"D","Upper canopy","Open",61.7
"1937",29.3,52,"WS","Upper canopy","Open",38.34
"1938",29.4,105,"WS","Upper canopy","Open",65
"1939",1,196,"D","Lower canopy","Open",63.84
"1940",1.1,83,"BS","Lower canopy","Open",40.87
"1941",1.2,93,"WS","Lower canopy","Open",20.2
"1942",1.3,158,"WS","Lower canopy","Open",40.5
"1943",2,35,"D","Lower canopy","Open",79.62
"1944",2.1,140,"D","Lower canopy","Open",74.17
"1945",2.2,170,"WS","Lower canopy","Open",67.5
"1946",3,185,"D","Lower canopy","Open",60
"1947",3.1,128,"D","Lower canopy","Open",18.34
"1948",3.2,174,"D","Lower canopy","Open",34.26
"1949",3.3,60,"D","Lower canopy","Open",26.35
"1950",4,85,"D","Lower canopy","Open",76.01
"1951",4.1,48,"D","Lower canopy","Open",62.5
"1952",4.2,60,"D","Lower canopy","Open",74.5
"1953",4.3,71,"D","Lower canopy","Open",46.5
"1954",4.4,58,"D","Lower canopy","Open",74.5
"1955",5,5,"recent fire","Lower canopy","Open",53.5
"1956",5.5,85,"BS","Lower canopy","Open",66.88
"1957",5.6,92,"BS","Lower canopy","Open",67.6
"1958",6,52,"WS","Lower canopy","Open",71.67
"1959",6.1,77,"D","Lower canopy","Open",73
"1960",6.2,90,"D","Lower canopy","Open",62.59
"1961",6.3,87,"D","Lower canopy","Open",65.34
"1962",6.4,89,"D","Lower canopy","Open",58.8
"1963",7,177,"WS","Lower canopy","Open",90.84
"1964",7.1,85,"D","Lower canopy","Open",77.5
"1965",7.2,80,"D","Lower canopy","Open",66.26
"1966",7.5,102,"BS","Lower canopy","Open",51.25
"1967",7.6,114,"BS","Lower canopy","Open",100
"1968",8,19,"Early recovery","Lower canopy","Open",93.17
"1969",9,76,"BS","Lower canopy","Open",75.67
"1970",9.2,73,"D","Lower canopy","Open",20.94
"1971",9.3,78,"D","Lower canopy","Open",65
"1972",9.4,122,"BS","Lower canopy","Open",46.25
"1973",9.5,67,"D","Lower canopy","Open",66.6
"1974",9.6,114,"D","Lower canopy","Open",68.1
"1975",10,32,"Early recovery","Lower canopy","Open",80.9
"1976",11,199,"BS","Lower canopy","Open",61.64
"1977",11.1,80,"D","Lower canopy","Open",45.84
"1978",11.2,99,"D","Lower canopy","Open",56.35
"1979",11.3,45,"D","Lower canopy","Open",52.93
"1980",11.4,54,"D","Lower canopy","Open",30.51
"1981",12,60,"D","Lower canopy","Open",62.769
"1982",13,76,"D","Lower canopy","Open",48.17
"1983",13.1,85,"D","Lower canopy","Open",86.17
"1984",13.2,85,"D","Lower canopy","Open",93.35
"1985",14,15,"Early recovery","Lower canopy","Open",79.44
"1986",14.1,87,"BS","Lower canopy","Open",72.8
"1987",14.2,134,"BS","Lower canopy","Open",73.74
"1988",14.3,65,"BS","Lower canopy","Open",60.84
"1989",14.4,136,"BS","Lower canopy","Open",66.34
"1990",14.5,134,"WS","Lower canopy","Open",91
"1991",14.6,81,"BS","Lower canopy","Open",98.7
"1992",15,47,"D","Lower canopy","Open",69.04
"1993",15.1,78,"BS","Lower canopy","Open",67.9
"1994",15.2,83,"BS","Lower canopy","Open",96.85
"1995",15.3,85,"BS","Lower canopy","Open",77.75
"1996",15.4,75,"BS","Lower canopy","Open",86.67
"1997",15.5,80,"BS","Lower canopy","Open",75.5
"1998",15.6,83,"BS","Lower canopy","Open",62.59
"1999",16,3,"recent fire","Lower canopy","Open",96.74
"2000",16.1,118,"D","Lower canopy","Open",59.2600000000001
"2001",16.2,100,"D","Lower canopy","Open",43.26
"2002",16.3,106,"D","Lower canopy","Open",79.84
"2003",16.4,68,"D","Lower canopy","Open",97.75
"2004",16.5,138,"D","Lower canopy","Open",86.84
"2005",16.6,68,"D","Lower canopy","Open",34.85
"2006",17,16,"Early recovery","Lower canopy","Open",88.74
"2007",17.1,176,"D","Lower canopy","Open",36
"2008",17.2,69,"D","Lower canopy","Open",77
"2009",17.3,118,"D","Lower canopy","Open",65.5
"2010",17.4,136,"D","Lower canopy","Open",84.5
"2011",17.5,148,"D","Lower canopy","Open",76.7
"2012",17.6,72,"D","Lower canopy","Open",52.5
"2013",18,8,"recent fire","Lower canopy","Open",77.2
"2014",18.1,125,"BS","Lower canopy","Open",71.67
"2015",18.2,175,"D","Lower canopy","Open",67.4
"2016",19,60,"D","Lower canopy","Open",73.83
"2017",20,14,"Early recovery","Lower canopy","Open",87
"2018",20.1,75,"BS","Lower canopy","Open",50.57
"2019",20.2,63,"BS","Lower canopy","Open",40.84
"2020",20.3,73,"BS","Lower canopy","Open",41.71
"2021",21.1,73,"BS","Lower canopy","Open",56.7000000000001
"2022",21.2,106,"BS","Lower canopy","Open",41.67
"2023",22.1,60,"D","Lower canopy","Open",65.4800000000001
"2024",22.2,70,"WS","Lower canopy","Open",55.01
"2025",22.3,50,"D","Lower canopy","Open",92.84
"2026",23.2,83,"D","Lower canopy","Open",85
"2027",23.3,76,"D","Lower canopy","Open",46.6800000000001
"2028",24.1,83,"WS","Lower canopy","Open",45.84
"2029",24.2,142,"D","Lower canopy","Open",60.67
"2030",24.3,134,"WS","Lower canopy","Open",84.17
"2031",25.1,75,"WS","Lower canopy","Open",85.01
"2032",25.2,94,"D","Lower canopy","Open",86.7
